bahnar,vietnamese,reference
"Pêng jĩt anu adruh, tơdăm kơdâu jũm dăr kông tih?","Ba mươi chàng trai, cô gái chạy quanh một ngọn núi to?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Pêng tõ along, mĩnh pôm plei, găr lơ lans?","Ba cây một trái, hạt nhiều vô kể?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pêng tõ đõk gok bờt tơnuh?,Ba con khỉ ngồi xó bếp?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pêng tŏ kon meo,Ba con mèo,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx"
Pêng tố aseh Mĩnh anu hao?,Ba con ngựa Một người cưỡi?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pêngjĩt anu linh,Ba mươi người lỉnh,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Pôgloh, wă pôk xuôn tơdrong thu iŏk đei pơ tâp nghê klĕp adring tơ gŭm tơdrong pơm","cần nâng cao chất lượng dạy nghề gắn với giải quyết việc làm, Đặc biệt",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
"Pôjao tôdrong pôm ăn rim tổ chức cô sô đảng tập trung pôgơr pôm thắng lôi rim tôdrong kinh tế xã hội định hướng tư tưởng đảm bảo tơdrong ổn định, tơ guât lơm đảng păng tơ drong đồng thuận lơm kon pơ ley","Giao nhiệm vụ cho các tổ chức cơ sở Đảng tập trung lãnh đạo thực hiện thắng lợi các nhiệm vụ kinh tế - xã hội, thống nhất trong Đảng và sự đồng thuận trong nhân dân, định hướng tư tưởng đảm bảo sự ổn định",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
"Pôk sư nhâm, klâm sư hreh?","Bế thỉ khóc, quăng thì im?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Pôm nghiêm xơ nong tơ iung kinh tế, xã hội atum păng cũng cố quốc phòng, an ninh păng pơ jing khu vục phòng thủ","Thực hiện nghiêm nhiệm vụ phát triển kinh tế xã hội gắn với củng cố quốc phòng, an ninh và xây dựng khu vực phòng thủ",Kon Tum\Văn bản phát thanh\TT-CS bai 05.xlsx
"Pôm rim trong glong tôjroh “Mai oh pôjaêng hoêk tôêp, pôm sang tao, tôjung pôm uênh hnam alöng lieâm” pôteêp adriêng pôm “Hoêk tôêp oeêng pôm ‘boi nöih sôngöm yaêl arih alöng lieâm HCM”; maêng krao akoêm “Tôjung pôm uênh hnam 05 biê 03 uoâi ieâl” oeêng “Ren luyeân nöih sôngöm: tö tin, tö trong, trung haâu, ñam ñang”","Thực hiện các phong trào thi đua “Phụ nữ tích cực học tập, lao động sáng tạo, phong cách Hồ Chí Minh”; cuộc vận động “Xây dựng gia đình 5 không 3 sạch” và “Rèn luyện phẩm chất đạo đức: Tự tin, trung hậu, tự trọng, xây dựng gia đình hạnh phúc” gắn với thực hiện “Học tập và làm theo tư tưởng, đạo đức, đảm Đảng”",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
"Pônhroh tôjung pôm anao rim koâng trinh phong dôt ami but in: trong hli ñak tih, ke dôt hlih bô ñak krong","Triển khai xây dựng mới các công trình phòng, kè chống sạt lở bờ sông, tránh bão lũ như: đường tránh lũ",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
Pă dei tơdrong kiơ vei,Không thứ gì còn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Păke kơdơ̆, hăp kơdâu sraih hloi tơ nai.","Xấu hổ quá, hổ cắm đầu cắm cổ chạy biến.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Păke pơngot păng gleh dĭ Set athei Rŏk hơ'blih hơnih, lê̆ Set pâi 'nhui ma deh wă 'bar tŏ Kla jơnân dah lech.","mệt HSet bảo anh đổi chỗ, Đói, để HSet hun khói mạnh dụ 2 con cọp cuối cùng ra khỏi hang.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Păng dâng noh, dôm mu pơtau nai duh pă khĭn greh grônh hơkăn hăp yao.","Và cũng từ đây, các vua khác không dám dòm ngó người vợ đẹp của anh.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Păng kiơ̆ 'bâr bôl khan, 'bok pơdrŏng kơdrăt păng hơxong đĭ mŭk tơmam hăp ăn kơ đe kon pơlei, klaih noh mot lâm dôm năr dâng rong noh hăp lôch.","Nghe theo lời bạn, anh nhà giàu khi tỉnh dậy phân phát của cải cho bà con làng xóm, rồi bỏ ăn trong mấy ngày thì chết.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Păng tôdrong chu doâng lôm tôdrong phong dôt thieân tai păng  chă kưu nan, huyeân Vinh Thanh đảm bảo ling lang ứng phó tro kơ dôm  loại hình thiên tai gơh lech, mă loi ji lơm pơ yan mi bão găm truh, phấn đấu tơ nhur truh mức kơ đeh hăt dôm thiệt hại gah  bôngai păng  tơ mam  yua thiên tai pơm lech , pơ gop tôdrong pôjing kinh te xã hội lơm cham pôlei păng pơ lơng tôdrong arih kon pơ lei naêma lôm tôring huyeân","Với sự chủ động trong công tác phòng, chống thiên tai và tìm kiếm cứu nạn, góp phần phát triển kinh tế - xã hội tại địa phương và ổn định đời sống của nhân dân trên địa bàn huyện, huyện Vĩnh Thạnh đảm bảo sẵn sàng ứng phó kịp thời đối với các loại hình thiên tai có thể xảy ra, nhất là trong mùa mưa bão sắp đến, phấn đấu giảm thiểu đến mức thấp nhất những thiệt hại về người và tài sản do thiên tai gây ra",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
PƠLA RÔIH,CHIẾC NGÀ VOI,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Pơ Dra pơ răng,Bàn học,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Pơ Dra ăh mum keng kong,Bàn kê trong góc,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Pơ dra,Bàn,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx"
"Pơ ghê năr 09/10, Huyện uy Vinh Thanh pơm Hội nghi Ban chấp hanh đang bộ huyện măng mă 18 wă pôtho khan ôdrong pơm nhiệm vu 9 khei gơ gơl xơ năm păng Plôh ôdrong pơm 3 khei pơ toi sơ năm 2019","Huyện ủy Vĩnh Thạnh tổ chức Hội nghị BCH đảng bộ huyện lần thứ 18 nhằm đánh giá tình hình thực hiện nhiệm vụ 9 tháng đầu năm và triển khai nhiệm vụ 3 tháng còn lại năm 2019, Sáng ngày 9.10",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
Pơ gê âu,Sáng nay,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Pơ gơr, a thai thành công drong diễn tập chiến đấu phòng thủ cấp xã, keh đang 100% chỉ tiêu pơ jao quân, đảm bảo mă tro quân, chất lượng, pơ gơr, a thai ling lang nghiêm dôm chế độ sẵn sàng chiến đấu, chep kơ jap tình hình, phối hợp păng dôm lực lượng wai wer xơ nêp chính trị - trật tự ATXH lơm cham pơ lei","Xây dựng lực lượng dân quân tự vệ, dự bị động viên vững mạnh, huấn luyện của LLVT huyện được nâng lên, tiềm lực khu vực phòng thủ được củng cố, tăng cường; trình độ sẵn sàng chiến đấu",Kon Tum\Văn bản phát thanh\TT-CS bai 05.xlsx
Pơ hram,Học sinh,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Pơ jao Sơ Lao đô̆ng - Thương 'binh păng xa hô̆i chu tri phô̆i hơp păng khul Sơ, nganh, hô̆i, đoan thê liên koan","Giao Sở Lao động - Thương binh và Xã hội chủ trì, hội, ngành, phối hợp với các sở, đoàn thể liên quan",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
Pơ jao Yam đôk Sơ Yăo yuk păng Đao tăo,Giao Giám đốc Sở Giáo dục và Đào tạo:,Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx
Pơ jao Yam đôk Sơ tai chĭnh kâp axong jên khan ah Điêu 1 ăn Sơ yăo yuk păng đao tăo wă  tô chưk pơm,Giao Giám đốc Sở Tài chính cấp phát số kinh phí nêu tại Điều 1 cho Sở Giáo dục và Đào tạo để tổ chức thực hiện.,Kon Tum\Văn bản phát thanh\VH-TT bai 06.xlsx
Pơ jing kông trinh kâp đak xơ gaih,Xây dựng công trình cấp nước sạch,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Pơ jing kế hoạch tổ chức đại hội mu chi bộ, đảng bộ, pơm chuẩn bị mă lơng công tác nhân sự cấp ủy, a thai chặt chẽ, tro điệu lệ, quy chế, quy định. Dơng noh, pơm tơ drong tơ guât kơ jung gah ý chí păng hành động, pơ gơr , chỉ đạo pơm mă lơng công tác chuẩn bị gah tôm tơ drong vă tổ chức mă lơng đại hội đảng mu cấp truh tơ đại hội đại biểu toàn quốc măng mă XIII dih đảng păng pơm mă lơng xơ nong chính trị dih địa phương, đơn vị.","Xây dựng kế hoạch tổ chức đại hội các chi bộ, chỉ đạo thực hiện tốt công tác chuẩn bị về mọi mặt để tổ chức thành công Đại hội Đảng các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XIII của Đảng và thực hiện tốt nhiệm vụ chính trị của địa phương, lãnh đạo, quy chế, quy định. Từ đó, tạo sự thống nhất cao về ý chí và hành động, đúng điều lệ, đơn vị, đảng bộ; chuẩn bị tốt công tác nhân sự cấp ủy đảm bảo chặt chẽ",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
"Pơ jing păng triên khai kê̆ hoach Khĕi hanh đô̆ng lơm pham vi nganh, cham plĕi","Xây dựng và triển khai kế hoạch Tháng hành động trong phạm vi ngành, địa phương",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
Pơ jing păng triên khai pơm rim hoat đô̆ng phong dâ̆t 'băo lưk kiơ kơ sơ yơ̆i păng 'băo lưk kơ đe kon dyong păng đe hyoh lơm de drong kông tak unh hnam,Xây dựng và triển khai các hoạt động phòng chống bạo lực trên cơ sở giới và bạo lực đối với phụ nữ và trẻ em trong công tác gia đình,Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
Pơ jing trong giao thông,Xây dựng đường giao thông,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Pơ jing, phô 'biê̆n rim panô, khâu hiê̆u, thông điê̆p, phong sư̆, video klip, tai tiê̆u, ap phich, 'băng rôn... Lơm drong kông tak 'binh đăng yơ̆i păng phong dâ̆t 'băo lưk kiơ kơ sơ yơ̆i","Xây dựng, băng rôn... về công tác bình đẳng giới và phòng, chống bạo lực trên cơ sở giới, khẩu hiệu, phóng sự, phổ biến các panô, thông điệp, tài liệu, video clip, áp phích",Kon Tum\Văn bản phát thanh\VH-TT bai 05.xlsx
Pơ krăm,Học sinh,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
"Pơ ma luận họi nghị đồng chí Hò xuân ánh - tỉnh ủy viên, bí thư huyện ủy nhấn mạnh dôm kết quả xang pơm đei păng hạn chế lơm tơ drong pơ gơ, chỉ đạo pơm xơ nong chính trị 9 khei gơ gơl xơ năm, a tăm tở bôh minh kơ số xơ nong công tác trọng tâm dih3 khei hơ tuch xơ năm 2019","Bí thư Huyện ủy nhấn mạnh những kết quả đạt được và hạn chế trong công tác lãnh đạo, Phát biểu kết luận hội nghị, chỉ đạo tổ chức thực hiện nhiệm vụ chính trị 9 tháng đầu năm, đồng chí Hồ Xuân Ánh - Tỉnh ủy viên, đồng thời chỉ ra một số nhiệm vụ công tác trọng tâm của 3 tháng cuối năm 2019",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
Pơ mai Hi,Chị của nó,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Pơ mai pŭ đak,Chị đi vác nước,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Pơ mai tơ chĕng lĕch tơ drong yang,Chị nghĩ ra cách làm,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
Pơ ră gah rôih,Kể chuyện về voi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Pơ toi nghiêm công tác răp sẵn sàng chiến đấu, kịp thời xử lý dôm tình huống gơh lech","Duy trì nghiêm công tác trực sẵn sàng chiến đấu, kịp thời xử lý các tình huống xảy ra",Kon Tum\Văn bản phát thanh\TT-CS bai 05.xlsx
Pơ tây phe,Cân gạo,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Pơ têng phe,Cân gạo,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Pơ tơm dơng tơ drong axong, tương thân tương ái, hya lơng atop hla hyah, dôm món quà păng đon băt dih công ty TNHH MTV Bioseed Việt Nam xang tơ gop pah hơ lêm duch păng oh bám trường wa bơ tho lơng - học rơ gei.","Xuất phát từ sự sẻ chia, lá lành đùm lá rách, những món quà và tình cảm của Công ty TNHH MTV Bioseed Việt Nam đã góp phần động viên cô và trò bám trường để dạy tốt - học tốt, tương thân tương ái",Kon Tum\Văn bản phát thanh\TT-CS bai 05.xlsx
"Pơ yan konh, huynh vinh thanh po toi tơ dra deh công tác pơ tâng tư vấn, roih iok bơ ngai jang bôk jang tơ teh đak  a gah.","Thời gian tới, huyện Vĩnh Thạnh tiếp tục đẩy mạnh công tác tuyên truyền tư vấn, tuyển chọn lao động đi xuất khẩu làm việc ở nước ngoài.",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx
"Pơ'nah lâk hơkok, pơ'nah pai sik, pơ'nah pơlôch kơpô, pơ'nah bơ̆ nhŭng, bơ̆ iĕr lơ leng lơ lang bĭ kĕ jô̆.","Kè trài chiểu, kẻ đâm trâu, người nấu rượu, người thịt heo thịt gà, đông vui hết nói.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
PơDra kơ dă mum kang kong,Bàn kê trong góc,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
PơDra pơ hr ăm,Bàn học,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Pơdra (Kơbang),Bàn,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Pơdra mum veng vong,Bàn kê trong góc,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Pơdra pơhrăm hla ar,Bàn học,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Pơdră chă ăn đe koch kơ dũ?,Phơi ra cho người ta cào lưng?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơdũk yak đỡng rỗng Kơdũ rõng yak hơdrol?,Cái bụng đi sau Cái lưng đi trước?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơghê âu,Sáng nay,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
"Pơgê yak puan (puăn, puõn) jơng (jâng)
Anăr dống yak bar?
Truh kơ sỡ yak pêng?",Sáng đi bốn chân Trưa đi hai chân Chiều đi ba chân?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơgê âu,Sáng nay,"Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx, Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx"
Pơhrăm,Học sinh,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Pơhăng minh bai jai mih dẽh.,"vãi khắp một xứ, Ớt một giỏ",Kon Tum\Câu đố\Cau do Bahnar - Trang 258 - Trang 264.xlsx
Pơi nhŏng lơ̆ng akâu,Mong anh khỏe mạnh!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Pơjing khu pơ ang san phâm,Xây dựng khu trưng bày sản phẩm,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Pơjong por tơ'băng klaih boih, bia oei ah kơtân pra to'nglaih sŏk drang tô̆.","Cơm nước dọn xong, nàng ngồi trên thang gác xõa tóc hóng gió.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Pơjăng bar pah
Kieu brỡm (tieu) tỗk bõk?","Kéo bên phải, bên trái Mũi tên nằm chính giữa?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Pơkao leng alờng, jờng trôk nsăl?","Hoa lung linh, cây dính bùn?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơkao pal plẽnh Plẽi lăm the,"Hoa trên trời, trái dưới đất?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơkao ưh kơ plẽi,Cây có bông không trái,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơlar jỡp teh plẽnh?,khắp trái đất?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Pơle hơbo chro đak klong?,Cây le khô cắm chỗ nước sâu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Pơm  triển khai chỉ thị kơ số 28 năr 21/01/2019 dih bộ chính trị gah “ A tok ko jung chất lượng kết nạp đảng viên rà soát, sàng lọc nhăk dôm đảng viên bị đủ tư cách lech dơng đảng”.","Tổ chức triển khai chỉ thị số 28 ngày 21/01/2019 của Bộ Chính trị về “Nâng cao chất lượng kết nạp đảng viên và rà soát, sàng lọc đưa những đảng viên không còn đủ tư cách ra khỏi Đảng”.",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx
Pơm 'boi kiơ̆ nghĭ đĭnh tơ khoan 1 Điêu 12 Nghĭ đĭnh sô̆ 52/2018/NĐ-CP năr 12/4/2018 dĭh chĭnh phu,Thực hiện theo quy định tại khoản 1 Điều 12 Nghị định số 52/2018/NĐ-CP ngày 12/4/2018 của Chính phủ,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Pơm chính sách tơgum mai oh oei đei hnam dônuh hin ji mai oh kon kông, rơ neh kon tro tôdrong dân số boi Nghi ñinh kơ số 39 dih Chinh phu.","Thực hiện chính sách hỗ trợ phụ nữ thuộc hộ nghèo là người dân tộc thiểu số, sinh con đúng chính sách dân số theo Nghị định số 39 của Chính phủ.",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
"Pơm chỉ thị số 35 năr 30/5/2019 dih bộ chính trị gah đại hội đảng bộ mu cấp truh tơ đại hội đại biểu toàn quốc măng mă XIII dih đảng, ban chấp hành đảng bộ huyện xang ban hành kế hoạch số 66-KH/TU, năr 19/8/2019 gah triển khai pơm đại hội đảng bộ mu cấp.","Ban Chấp hành Đảng bộ huyện đã ban hành Kế hoạch số 66-KH/TU, Thực hiện Chỉ thị số 35, ngày 19.8.2019 về triển khai thực hiện đại hội đảng bộ các cấp, ngày 30/5/2019 của Bộ Chính trị “về đại hội đảng bộ các cấp tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng”",Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
Pơm kiơ gơh đei tơdrong noh,Làm gì có chuyện ấy,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Pơm kiơ̆ kuy đĭnh sô̆ 36/2018/QĐ-UBND  năr 20/7/2018 dĭh Uy 'ban nhân yân tinh 'Binh Đĭnh,Thực hiện theo Quyết định số 36/2018/QĐ-UBND ngày 20/7/2018 của Ủy ban nhân dân tỉnh Bình Định,Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
"Pơm kiểm tra pôtho khan tôdrong thu yoêk đei păng chă ruot  rim loai noh vật tư, phương tiện trang thiết bị kăl loi wa tơ gum công tác ứng phó thiên tai thoi : ca noâ, hnam bat, ao phao, may phat điện","Tổ chức kiểm tra đánh giá chất lượng, máy phát điện, nhà bạt, như: ca nô, phương tiện, số lượng và mua sắm các loại vật tư, trang thiết bị thiết yếu để phục vụ công tác ứng phó thiên tai, áo phao",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
Pơm kơ yă Ku-ke sĭk mĭl dĭ 'yŭ dĭ tơluh păr wih hloi tơ plĕnh.,"Một mũi tên trúng bà Cu-ké, làm bà gẫy cả cánh thần.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Pơm lơng chức năng tham mưu lơm pơ jing nền quốc phòng di kon tơ ring a tum păng thế trận an ninh nhân dân,Làm tốt chức năng tham mưu trong xây dựng nền quốc phòng toàn dân gắn với thế trận an ninh nhân dân,Kon Tum\Văn bản phát thanh\TT-CS bai 05.xlsx
Pơm phang pơđăng lăng hloi.,Trời đại hạn.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Pơm yak tơ kong tơ 'yung deh đĕi yuk, thê thao truh xơ năm 2020 păng rim văn 'ban chi đăođĕi liên koan dĭh UBND tinh","Tạo bước phát triển mạnh mẽ về thể dục, thể thao đến năm 2020 và các văn bản chỉ đạo có liên quan của UBND tỉnh",Kon Tum\Văn bản phát thanh\VH-TT bai 08.xlsx
"Pơma dâng noh, Kop păng 'Bok Kla Sara wih kơdih tơ hnam, pơkă pơgê tơning pơtơm kơdâu tơđu wă lĕ bu pran.","Nói đoạn, hẹn sáng mai sĕ bắt đầu cuộc thi sức., rùa và hổ chia tay nhau",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Pơma klaih tơm pơlei jăk mŭt lâm pơlei.,Nói vậy rồi người chủ làng bỏ đi vô.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
Pơmai Hi,Chị của nó,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Pơmai bok yet đak,Chị đi vác nước,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Pơmai bôk pu đak,Chị đi vác nước,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Pơmai bôk yĕt đak,Chị đi vác nước,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
